StringNum	sourceLang	targetLang	sourceString	targetString
303	en	it	"However, only N95 (series # 1860s) masks can protect against the inhalation of virions as small as 10 to 80 nm, with only 5% of the virions being able to penetrate completely; SARS-CoV-2 is similar to SARS-CoV in size and both are approximately 85 nm."	"Tuttavia, solo le mascherine N95 (numero di serie 1860) possono proteggere dall’inalazione di virioni compresi tra i 10 e gli 80 nm, con solo il 5% dei virioni in grado di penetrare completamente; il SARS-CoV-2 è simile per dimensioni al SARS-CoV ed entrambi misurano circa 85 nm."
304	en	it	Since particles can penetrate even five surgical masks stacked together, health-care providers in direct contact with patients must wear N95 (series # 1860s) masks but not surgical masks.	Siccome le particelle possono penetrare perfino cinque mascherine chirurgiche impilate tra loro, i fornitori di cure mediche a contatto diretto con i pazienti dovrebbero indossare le mascherine N95 (numero di serie 1860) ma non quelle chirurgiche.
305	en	it	In addition to masks, health-care providers should wear fitted isolation gowns in order to further reduce contact with viruses.	Oltre alle mascherine, i fornitori di cure mediche dovrebbero indossare camici isolanti su misura per ridurre ulteriormente il contatto con i virus.
306	en	it	Viruses can also infect an individual through the eyes.	I virus possono infettare un individuo attraverso gli occhi.
307	en	it	"On January 22, 2020, a doctor was infected with SARS-CoV-2 although he wore an N95 mask; the virus might have entered his body through his inflammatory eyes."	"Il 22 gennaio 2020, un medico è stato infettato dal SARS-CoV-2 nonostante indossasse una mascherina N95; il virus potrebbe avere fatto ingresso nel suo corpo attraverso i suoi occhi infiammati."
308	en	it	Thus, health-care providers should also wear transparent face shields or goggles while working with patients.	Pertanto, i fornitori di cure mediche dovrebbero indossare schermi facciali trasparenti o occhiali protettivi mentre lavorano con i pazienti.
309	en	it	For the general public in affected or potentially affected areas, it is highly suggested that everybody wash their hands with disinfectant soaps more often than usual, try to stay indoors for self-quarantine and limit contact with potentially infected individuals.	Alla popolazione delle aree colpite o potenzialmente colpite si consiglia vivamente di lavarsi le mani con saponi disinfettanti più spesso del solito, di cercare di restare in casa in autoquarantena e limitare i contatti con individui potenzialmente infetti.
310	en	it	Three feet is considered an appropriate distance for people to stay away from a patient.	Affinché le persone si mantengano lontane da un paziente, un metro è considerato una distanza adeguata.
311	en	it	These actions are effective methods to lower the risk of infection as well as prevent the spread of the virus.	Queste azioni sono metodi efficaci per diminuire il rischio di infezione ed impedire la diffusione del virus.
312	en	it	Although SARS-CoV-2 came as a new virus to the human world, its high homology to SARS-CoV as reported on 7 January 2020  should have caused high alert to China based on her deep memory of the SARS outbreak in 2003.	Sebbene il SARS-CoV-2 sia comparso come nuovo virus nel mondo umano, la sua alta omologia al SARS-CoV come riferito il 7 gennaio 2020  avrebbe dovuto provocare grande allarme alla Cina per via della sua esperienza con l’epidemia di SARS del 2003.
313	en	it	However, not until 19 January 2020 did the director of the Center of Disease Control of Wuhan comfort the citizens by saying that the novel virus has low contagiousness and limited reproductivity from human to human and that it is not a problem to prevent and contain the disease.	Eppure, fino al 19 gennaio 2020 il direttore del Centro per il Controllo delle Malattie di Wuhan ha rassicurato i cittadini dicendo che il nuovo virus aveva una bassa contagiosità e una riproduttività limitata da uomo a uomo e che non sarebbe stato un problema prevenire e arginare la malattia.
314	en	it	This message remarkably relaxed the alarm of the public, especially when the entire country was preparing for the Spring Festival, and the critical time was missed to contain the disease at its minimal scale in Wuhan.	Questo messaggio ha allentato considerevolmente l'attenzione della popolazione, specialmente in un momento in cui l’intero Paese si stava preparando per la festa di primavera, e ha perso il periodo critico per contenere la malattia su scala ridotta a Wuhan.
315	en	it	The disease control agencies in China may take this hard lesson and make critical improvements in the future.	Le agenzie per il controllo delle malattie in Cina dovrebbero apprendere questa dura lezione e adottare miglioramenti decisivi in futuro.
316	en	it	"For example, these agencies should be (1) more careful when making public announcements as every word counts to citizens and can change their attitude and decisions; (2) more sensitive and reactive to unusual information from clinics rather than waiting for formal reports from doctors or officials; (3) more restrictive to contain a potential epidemic at its early stage rather than attempting to comfort the public; and (4) more often to issue targeted and effective drills to increase the public’s awareness about epidemic diseases and to test and improve the response system of the society periodically."	"Ad esempio, tali agenzie dovrebbero essere (1) più attente nel fare annunci pubblici, poiché ogni parola ha un peso per i cittadini e può cambiare il loro atteggiamento e le loro decisioni; (2) più sensibili e reattive a informazioni insolite dalle cliniche invece di aspettare report formali dai medici o dalle autorità; (3) più restrittive per contenere una potenziale epidemia nelle sue fasi iniziali invece di cercare di rassicurare la popolazione; e (4) più regolari nell’implementare esercitazioni mirate ed efficaci per aumentare la consapevolezza del pubblico sulle malattie epidemiche e per verificare e migliorare periodicamente il sistema di risposta della società."
317	en	it	The outbreak of COVID-19 caused by the novel virus SARS-CoV-2 started in the end of December 2019.	L’epidemia di COVID-19 provocata dal nuovo coronavirus SARS-CoV-2 ha avuto inizio alla fine del dicembre 2019.
318	en	it	In less than two months, it has spread all over China and near 50 other countries globally at the time of this writing.	In meno di due mesi, si è diffusa in tutta la Cina e quasi altri 50 Paesi a livello globale al momento della stesura di questo articolo.
319	en	it	Since the virus is very similar to SARS-CoV and the symptoms are also similar between COVID-19 and SARS, the outbreak of COVID-19 has created a sense of SARS recurring.	Siccome il virus è molto simile al SARS-CoV e anche i sintomi sono molto simili tra il COVID-19 e la SARS, l’epidemia di COVID-19 ha creato una sensazione di risorgenza della SARS.
320	en	it	However, there are some remarkable differences between COVID-19 and SARS, which are essential for containing the epidemic and treating the patients.	Tuttavia, ci sono delle differenze considerevoli tra il COVID-19 e la SARS, che sono essenziali per arginare l’epidemia e curare i pazienti.
321	en	it	COVID-19 affects more elderly individuals than youth and more men than women, and the severity and death rate are also higher in elderly individual than in youth.	Il COVID-19 colpisce più gli anziani che i giovani e più gli uomini che le donne, e anche la gravità e il tasso di mortalità sono più alte negli anziani che nei giovani.
322	en	it	SARS has higher mortality than COVID-19 (10.91% versus 1.44%).	La SARS ha una mortalità più alta del COVID-19 (10,91% contro 1,44%).
323	en	it	COVID-19 patients transmit the virus even when they are symptomless whereas SARS patients do so usually when they are severely ill, which causes much greater difficulty to contain the spread of COVID-19 than SARS.	I pazienti COVID-19 trasmettono il virus anche quando asintomatici, mentre i pazienti SARS lo fanno solo se gravemente malati, il che provoca una maggiore difficoltà ad arginare la diffusione del COVID-19 rispetto a quella della SARS.
324	en	it	This partially explains why SARS-CoV-2 spread much faster and broader than SARS-CoV.	Questo spiega in parte come mai il SARS-CoV-2 si diffonda molto più rapidamente e largamente del SARS-CoV.
325	en	it	The regular RNA assay for SARS-CoV-2 can be negative in some COVID-19 patients.	L’analisi regolare dell’RNA per il SARS-CoV-2 può risultare negativa in alcuni pazienti COVID-19.
326	en	it	On the other hand, cured patients can be positive for the virus again.	D’altro canto, i pazienti curati possono tornare ad essere positivi al virus.
327	en	it	These findings dramatically increase the risk of virus spreading.	Questi risultati aumentano sensibilmente il rischio di diffusione del virus.
328	en	it	Given such rapid progress in research on COVID-19, several critical issues remain to be solved, as follows:	Visti i progressi così rapidi della ricerca sul COVID-19, restano da risolvere alcuni problemi cruciali, come i seguenti:
329	en	it	Where did SARS-CoV-2 come from?	Da dove è venuto il SARS-CoV-2?
330	en	it	Although 96% genetic homolog was found between SARS-CoV-2 and two bat SARS-like CoVs, we still cannot conclude that SARS-CoV-2 is from bats.	Sebbene un omologo genetico del 96% sia stato trovato tra il SARS-CoV-2 e i due CoV dei pipistrelli simili al SARS, non si può ancora concludere che il SARS-CoV-2 venga dai pipistrelli.
331	en	it	What animal was the intermediate species to transmit the virus from the original host, say bats, to humans?	Quale animale è stata la specie intermedia che ha trasmesso il virus dall’ospite originario, supponiamo i pipistrelli, agli esseri umani?
332	en	it	Without knowing answers to #1 and 2, we cannot efficiently cut the transmission, and the outbreak can relapse at any time.	Senza conoscere le risposte alla numero 1 e 2, non si può interrompere la trasmissione in modo efficace, e l’epidemia può riemergere in ogni momento.
333	en	it	Although molecular modeling and biochemical assays have demonstrated that SARS-CoV-2 binds to ACE2, how exactly does the virus enter the airway cells and cause subsequent pathological changes?	Sebbene la modellazione molecolare e le analisi biochimiche abbiano dimostrato che il SARS-CoV-2 si lega ad ACE2, in che modo esattamente il virus entra nelle cellule aeree e causa i cambiamenti patologici successivi?
334	en	it	Does the virus also bind ACE2-expressing cells in other organs ?	Il virus si lega anche alle cellule che esprimono ACE2 in altri organi ?
335	en	it	Without clear answers to these questions, we cannot achieve fast and accurate diagnosis and effective treatment.	Senza delle risposte chiare a queste domande, non è possibile ottenere una diagnosi rapida e accurata e un trattamento efficace.
336	en	it	How is the virus genetically evolving during transmission among humans?	Come si evolve geneticamente il virus durante la trasmissione fra gli esseri umani?
337	en	it	Will it become a pandemic worldwide, die down like SARS or relapse periodically like the flu?	Diventerà una pandemia globale, si estinguerà come la SARS o riemergerà periodicamente come l’influenza?
338	en	it	It is essential but may take some time to search for answers to the above and many other questions.	Cercare le risposte a queste e a molte altre domande è fondamentale, ma potrebbe richiedere del tempo.
339	en	it	However, with whatever expense it may demand, we have no other choice but to stop the epidemic as soon as possible and bring our life back to normal.	Tuttavia, non c’è altra scelta se non quella di fermare l’epidemia il prima possibile e riportare le nostre vite alla normalità, costi quel che costi.
